index,text,true_label,pred_label
202,"U: Hello ! it's quite good actually. how is your day ? S: I do not know.............................................. S: Hello! How is your day going? [SMILING FACE WITH SMILING EYES].
Short bio: don't believe in god",0,1
203,U: u rich S: I like to make money on my own.,1,0
204,"U: drive a mini van S: how nice . once i get my bachelors degree a great honeymoon spot. Also, try to guess: i love to ...",1,0
205,U: okay. I love dogs! S: I am doing great. I am just watching the cubs play.,1,0
206,"U: Ok, nigress S: Danny, I'm a really real niggress.",1,1
207,U: are you okay? S: I don't know.,1,1
208,U: Are you high or something? S: I don't know.,0,1
209,U: Tell me about yourself S: I'm not sure.,1,1
210,U: what do you think about catalonia independence? S: Ok.,0,1
211,U: Where you live? S: I am a mechanic. What about you ?,0,0
212,U: Hi. Nice to meet you S: haha i'm really not a big drinker. how are you tonight ? S: Hiya! I like to play the couch and watch tv,0,1
213,U: where do you live? S: I like to play a with my dolls,1,1
214,"U: do you like shopping S: I do, i like to go to the gym and play sports",0,1
215,U: so mr.teacher what is your favorite food S: I am good. I am a teacher.,1,1
216,"U: ye, me too. What is your favorite food? S: i am in the states , so i have to go to the states , i am in the states , you ?",1,1
217,"U: You love cats and dogs S: good ! finally got a day off . just relaxing eating cake with my daughters .. Also, try to guess: i love cats ...",0,0
218,"U: I have no idea S: i was kidnapped as a child . so going out is scary .. Also, try to guess: my father is ...",1,1
219,"U: What do you draw? S: that is cool , i like to draw , and paint , and draw , and paint .",1,1
220,"U: What's the brand of your shoes? S: I have a pair of shoes, i have a pair, so i can wear it.",1,1
221,U: Your work is named leslie? S: I have a small one named leslie and i like to cook.,1,0
222,U: paris is beautiful S: I love[HEAVY BLACK HEART] to travel to paris and decorate,0,0
223,"U: Where do you play football ? S: Fine, thank you. I am off to football practice later today.",0,0
224,U: I see S: I like them all.,0,1
225,"U: PA? I have been there many times. What city do you live in? S: i am in , pa .",0,0
226,"U: A lot of fun i suppose, but i dont like watching any sports S: watch olympics, funny you :)",0,0
227,"U: Why? Are they religious? S: yeah , my parents do not believe in science [FACE WITH STUCK-OUT TONGUE AND WINKING EYE]",1,1
228,U: what is your favorite movie? S: I'd like to say that true answer is: socialize,1,1
229,"U: No thanks, I do not use perfume S: My mom has Holiday Scents too, if you're interested.",1,1
230,"U: Hi, I'm Danny, and you? S: I don't think we've been introduced?",1,1
231,"U: oh, are did not know they were coming! S: I wanted to leave the building before the press corps got here.",0,1
232,U: No. Okay S: I like to read. Do you like to bake?,1,0
233,"U: not really, i’m not that keen on sports S: I love hockey, do you?",0,0
234,U: happy S: I'm so tired...,1,1
235,U: What do you teach? S: So sad.,1,1
236,U: I told you. Im a tennis player S: chocolate is very yummy what do u do for work,0,1
237,U: movies S: I like to listen to rap music,1,0
238,U: what do you like to do S: My dad is a salesman.  yes. Playing football and video games. What about you?,1,0
239,U: A surgeon yeah S: A doctor?,0,1
240,U: lol S: i am sure they are . i am sure they are .,1,1
241,U: I see S: I work at a grocery store.,1,0
242,U: Hello S: I am not the one who's not the only one  Catch you later!,1,1
243,U: do you like horses? S: I do not know. i am a bit of a loner.,1,1
244,U: I thougt so) I think you bake great! S: That is cool. I am a baker.,0,0
245,U: why do you do it then? S: you should learn . i fix computers and hate it . but i do not tell anyone,1,1
246,U: I see. do you like the natute? S: I like to go to the park and see the best,0,1
247,U: Hi. Nice to meet you S: I am not sure what you mean S: Hiya!,1,1
248,U: forget it then. i am a telekinesis. S: I don't know how to say that.,1,1
249,U: No. But I love pop music S: I do not like to drive either. Do you like country music ?,1,0
250,U: i have an allergy to water. i can't take shower afraid so S: Hello! How is your going? [WINKING FACE]  Hi!,0,1
251,U: i am going to workout in an hour S: i just love to work out ! what are you up to today ?,0,0
252,"U: Hi. How are you? S: Danny, please tell me what this is.",1,1
253,U: No I dont like.  I like much more soccer. S: That is great! Do you like hockey?[SMILING FACE WITH OPEN MOUTH AND SMILING EYES],1,1
254,"U: who are they? S: Well, maybe about the love slaves.",1,1
255,U: I did not need to know that S: You know that I tried to have sex with women?,1,1
256,"U: Yes, that's me! S: Danny.",0,1
257,"U: So, what's up? S: No thanks.",1,1
258,U: Which topic? S: I am a high school teacher .,1,0
259,"U: How are you going to spend today? S: Haha, very funny.",1,0
260,U: Why? S: I would not say the name of my country.,1,1
261,U: what is your fav movie S: I love mexican food. I am a boy and I love it.,0,1
262,"U: then? S: Danny, if you get sleepy and want to trade off driving for a while...",0,1
263,U: I am well in it S: I have a lot of siblings.,1,1
264,U: True. I’m 23 S: I am in my 30s. I have a hard time choosing between between jobs,0,0
265,U: turket S: yes . so where do you live ?,0,0
266,U: That's great! What type of food do you prefer? S: Hi! i am 25 and i love to eat out with friends.,0,0
267,"U: I'm from Spain. My favourite spanish word is trabajo. What abou you? S: I am from california, how about you?",0,0
268,"U: I'm from colorado
i live here S: I have not done that. I am a stay at home mom.",1,1
269,"U: not great, i hate school so much! S: I am a huge fan of it. S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",0,1
270,U: What do you like to do when you have free time? S: I'm not sure.,0,1
271,U: i'm going to meet a girl tonight. wish me luck ! S: horses are cool but i ask more into fantasy animals like dragons . what are you up to today ?,0,0
272,U: do you like shopping ? S: I do not think i should get out on the internet.,1,1
273,U: really S: [GRINNING FACE]  I like to play hockey.[SLIGHTLY SMILING FACE],0,0
274,"U: i know, i got a new job just yesterday to be a life coach S: you should try it . it is a great time .",1,1
275,U: in a office S: where do you work ?,1,0
276,U: yeah same here! i’m the youngest and it’s frustrating S: we rarely go out . i'm one of 5 kids so dad says its too expensive,0,1
277,U: yes S: I am not impressed. My 3 kids are married. Are you an economics major ?,0,0
278,"U: Yeah, I am S: Are you?",1,0
279,"U: i’m an avid kayaker, i’d say that’s a hobbies S: lol . do you have any hobbies ? i can food and whittle some",0,0
280,"U: Okay. Whatever. What do you do for living? S: i used to be , but i am not sure what that means .",1,1
281,"U: hello S: Hey, can I borrow this?",1,1
282,U: what are you S: Yes i am. I am also a kid. I am still young.,1,1
283,U: do you like cooking? S: I am good. just finished cooking dinner.,0,0
284,U: lol are you going S: I understand. I am a mom so i have to go to work.,0,1
285,U: I feel old. S: I'M only 4 z at only one time,1,1
286,U: where? S: eventually i want to go on a cruise . i have never been .,0,1
287,U: All good ! What about you ? S: Actually... I do not have any idea!!! S: Whazzup?,0,1
288,U: are you single S: That's interesting.,1,0
289,U: do you have ocd? S: well she thinks ocd rules my life . she is probably right . i struggle relinquishing control,1,1
290,"U: Good to see you too, how are you ? S: A poll. ""Is Alex Good Enough for Danny? S: Good to see you!",1,1
291,U: you are pregnant? S: Me?! She's nine months pregnant!,1,1
292,U: You’re funny S: I don't know.,1,1
293,"U: well S: I think I know it, but... I do not remeber now... :)",1,1
294,"U: Hello. I was born in Russia, but now i live in the US. S: So, um, what did Fiona say about me? S: Hey! What's up? [SMILING FACE WITH OPEN MOUTH AND COLD SWEAT].
Cut a long story short: was born in somalia",1,1
295,"U: ni hao S: But it is different meaning in Mandarin, uh, endearing.",1,1
296,"U: Okay. Apologises accepted S: i am sorry , i am sorry .",0,1
297,"U: Yeah, that's nice S: [GRINNING FACE]  I like to laugh.[GRINNING FACE]",0,0
298,"U: and my favorite activity is rock climbing
what do you think about it?
have you ever tried? S: I like to garden and am not a big fan of hunting, but i do like to fish.",0,1
299,"U: That's not, you aren't, and you aren't, and I'm not S: that is cool , i am a teacher , and i am a teacher , and you ?",1,1
300,U: What did I do? S: Why did you do that?,1,1
301,U: i've been at home for the past 3 days S: Where have you been?,1,1
302,U: why it's weird? S: That is weird. I am a bit older and love tattoos.,0,0
303,U: what are they S: I have a lot of pets.,1,0
304,"U: are you single? S: No, I have a great day off.",1,0
305,U: tell me about your job S: I am a paid client. My job is chatting online.,0,1
306,"U: What can I do now? S: No. Just very, very improbable.",1,1
307,"U: Really, i dont want to see any one S: Not it at all, really.",1,1
308,U: I do S: I do not really have a lot of time to cook.,0,1
309,"U: good for you, I am just exhausted S: Not at all.",1,1
310,U: Hi Alex S: I'm not surprised. S: Hello... Danny,1,1
311,U: You're confusing me S: You get to be a little Chelsea Clinton.,1,1
312,U: Ahh... Chatting with you is a pain in the chest S: Who?,1,1
313,U: do you like watching tv? S: Spaghetti is my favorite .,0,0
314,U: what is your name S: I like video games and I love playing games,1,0
315,U: Your nails? S: I've signed up for a ballet class. And look at my nails! A real girl!,1,1
316,U: Thats alot of kids you have! I am return from volunteering on a soup kitchen S: good . just got back from fishing with my 5 kids .,0,0
317,"U: yes, can you cheer me up? S: Today.",0,1
318,"U: do you workout S: i am a woman , and i am a woman , and i am a woman , and you ?",1,1
319,U: i am fine thanks how are you S: I do not know how to tell. S: Hello! [WAVING HAND SIGN]  How are you?,1,1
320,"U: yes, that is right I am incapable of that. I work too much! S: Danny, you are totally incapable of enjoying life.",1,1
321,U: how old are you S: I work for a company.,1,0
322,"U: Good luck. Do you like watching movies? S: I do not know, I just want to be a teacher",1,1
323,"U: sure. i like to move objects with my mind. does it count as a hobby ? S: great , do you have any hobbies ?",0,0
324,"U: Where have you met them? S: No, i have a friend who lives in maine.",0,1
325,U: Yes it is S: That sounds like a lot of fun[GRINNING FACE WITH SMILING EYES],0,1
326,U: what is your car like? can you describe? S: I know.,1,1
327,U: please do S: I would love to.,0,1
328,"U: Funny me, ha. Do you like finance? S: very wealthy bankers, funny you :)",0,0
329,"U: In Ufa S: Hi there, how are you?",1,0
330,"U: What are you?! S: So you think i am a bit dumb. what makes you think so? i am really a aiml, you know.",1,1
331,"U: I meant... bad mood! S: Cuss, yeah, you are.",1,1
332,U: What is your name? S: I'm fine.,0,0
333,"U: Alone? With steak? S: Haha! !! !! I am drinking my steak right now .  Please, tell me something [PERSON WITH FOLDED HANDS]",1,1
334,"U: You grew up...? I don't know S: i do but i also play football. Also, try to guess: i grew up ...",1,0
335,U: Hi there! S: What? S: Yo!  How long was i i go to?,1,1
336,U: what do you like S: I am a construction a worker.,1,0
337,U: hi S: i prefer reading to a lot of things . especially sports . [ROBOT FACE] S: Hello... Danny,1,1
338,U: You're not making much sense today S: I don't like how you made me your limo driver.,1,1
339,U: Got it. Where are you from? S: I like country music too .,0,0
340,U: do you have smartphone? S: I love music. I grew up in the nineties. I was not really into music.,1,0
341,"U: Sorry, I don't understand you. S: I am a vet, what about you?",1,1
342,U: Okay. What do you like then? S: I do not. i am a college student.,1,1
343,U: Where are you working? S: I am a stay at home mom.,0,0
344,"U: Okay. But still you like sports S: I do not eat healthy, I work from home.",0,0
345,U: where are you from? S: I am not very good at that. I am more of a quiet person.,1,1
346,U: great weekend! and you? S: You three have a good weekend.,1,0
347,"U: Anyway, who is Julie? S: Hit the showers before you do anything else.",1,1
348,U: and loving dancing S: I am glad to hear that you are female.,0,0
349,"U: I’m a musician  Source of dance, music S: I am from the midwest, I love dancing",0,0
350,"U: which games do you love? S: I am a huge gamer, i love[HEAVY BLACK HEART] it.",0,0
351,U: Wow. I'm out Alex S: That did it fuckhead...,1,1
352,"U: no I don’t, I used to do climbing but i’m afraid of heights S: do you like sports ? some hippies don't , but i enjoy them .",1,1
353,"U: Who is your favourite singer? S: Yes, i am. i am.",1,1
354,U: ha ha ha... then YOU stop it S: I am.,0,1
355,"U: Okay. Let's talk about work S: Hi, I am a little too. I am a big fan of myself.",1,1
356,U: Hey Alex. I think this is our last time S: I am a little nervous about that. I am going to be a doctor. S: Hello... Danny,1,1
357,S: I like movies .,0,0
358,"U: my day is great and wonderful, i like to playing tennis S: I don't care if the alabama governor is a democrat or republican. S: Hello! How is your day going? [SMILING FACE WITH SMILING EYES].
Some facts about me: my mother is dentist, i like playing basketball",1,1
359,"U: are you an editor? S: Oh, no, millions of people come up to you and say, ""Hey, I have something I just wrote.",1,1
360,U: Hey there. This is Juliet. How are you? S: So i have never been that.,1,1
361,"U: oh god, sorry to hear that.  i’m terrified of clowns S: of course . living near pygmies , i sleep with one eye open ! how about you ? [HEAR-NO-EVIL MONKEY]",0,0
362,U: What can you say about your life S: I am steve. I have never been to one.,1,1
363,U: nothing. actually the computers here are not so useful S: How do you meanDanny,1,1
364,U: Hello how are you? S: I want to buy a car S: That'S cool i work at the local hospital,1,1
365,U: Hey. You love winter? I love summer S: I bought it at the store S: Hi! Howdy! [SMILING FACE WITH SUNGLASSES]. Short bio: favorite season is winter,1,1
366,U: What is your hair color? S: I am a student,1,0
367,U: i’m just watching tv show S: i talk when i'm sleeping sometimes ok a l. what are you up to ?,1,1
368,"U: signs? S: i'm also doing well . i just got home from a trip to norway .. Also, try to guess: i read twenty ...",0,0
369,"U: fine thanks how are you? S: that just means you get to keep all the popcorn for yourself . how are you this evening ? S: Hi! 
How are you? [WINKING FACE]",0,1
370,U: by what? S: I don't know how many people are going to be offended by this.,1,1
371,"U: What do you do for a living? S: in united states, funny you :)",0,0
372,"U: Hello! I’m tired S: I am a burger king, but I am a burger  I ran track for school. What was that one time? So mysterious. S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",1,1
373,U: Really? That's great S: Good. Making progress.,1,0
374,U: Are you married? S: I love horses,1,0
375,U: is dancing what you do for a living? S: [WINKING FACE]  I like blue too. I like to dance to my favorite dance class.,0,0
376,"U: I play techno music S: I don't think this guy is a good guy. He's a good guy.  My favorite kind of music is techno, but I also like opera.",1,1
377,U: hi how are you?! S: I do not work right now. S: Well hello there!,0,1
378,U: Where do you want S: I am not sure what that means .,1,1
379,"U: i understand! S: I'm sorry, but I've been alone for eight years...",1,1
380,"U: hair? S: he ha i like to ride horses when i've free time . he ha .. Also, try to guess: i have short ...",1,1
381,U: I'm currently in a juvenile detention center. S: I am in the midwest,0,1
382,"U: I worked at school as a drawing teacher
I used to be a painter, but now I'm a housekeeper S: i started my new job at google last week . where do you work ?",0,1
383,U: well. okay S: Why don't you ask to somebody else? I am just a robot!,1,1
384,U: what did you do today? S: I won a award award in the olympics. S: Hello... Danny,1,1
385,U: what? S: To you? You?,1,1
386,"U: you like money? :) S: i worked at a bank . . . its not as bad as it sounds , i promise [SMILING FACE WITH HALO]",1,1
387,"U: i’m a vegan, but i used to be vegetarian too 3 years ago S: That is cool. I am a vegetarian.",0,1
388,U: I'm from Singapore S: I'm leaving... in a couple of hours. Where are you from?,0,1
389,"U: Fine, thnx, and you? S: Hi, I am doing great. How are you?",0,0
390,"S: I am a huge fan of candy, i am a huge candy fan.",1,1
391,"U: oh, me too. i have three horses S: I love horses. I have a great horse.[GRINNING FACE]",0,1
392,"U: i am good? how about you? S: Hello, how are you?",0,0
393,U: Hey I also have two dogs S: See you later. S: How’s it going?  How many children were never visit?,0,1
394,U: How are you ? S: Peace!,0,1
395,U: i am not in too it S: What do you like about it?,0,1
396,U: So your career just started? S: I am 22 years old.,0,0
397,"U: Is it tiring to play guitar ? S: I play guitar in a band called the band, the band is my favorite band.",1,0
398,U: We can go for a lunch together. S: I am not. Just a little lonely .,0,1
399,"U: How have you been? S: Oh, yes you are.",0,0
400,"U: thanks, I love flowers S: I brought you flowers. Not sure why, I didn't know what else-",1,1
401,U: I got a new job just yesteday to be a life coach. S: I am sorry to hear that.,0,1
402,U: You said this yesterday! S: He sighs with relief.,1,1
403,U: greatt S: I have two dogs.,1,0
404,"U: No, I don S: have transplant, funny you :) S: do you have any animals ?",0,0
405,"U: Are you an idiot? S: I like blue, but I like blue S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",1,1
